description,treatment_protocol_ch1,treatment_protocol_ch2,extract_protocol_ch1,extract_protocol_ch2
M4660-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5276-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5288-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5276-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5260-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F4630-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5315-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5269-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5276-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5307-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M4679-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5211-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M4660-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5211-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5315-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5211-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5306-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5274-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5250-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5316-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M4607-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5282-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M4646-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5252-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5281-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5250-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5221-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F4620-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5271-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5243-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5271-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5288-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F4656-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5260-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5286-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5271-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5269-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F4630-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5301-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M4657-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5301-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5307-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5301-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5277-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5284-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
F5305-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
M5274-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
